customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,TenureGroup,AvgMonthlySpend,Contract_Month-to-month,Contract_One year,Contract_Two year,InternetService_DSL,InternetService_Fiber optic,InternetService_No
6374-NTQLP,Male,1,1,1,72,1,No,Yes,No,Yes,Yes,Yes,Yes,1,Credit card (automatic),104.1,7447.7,0,,103.44013411092484,False,False,True,False,True,False
4154-AQUGT,Male,1,1,0,13,1,No,No,Yes,No,Yes,No,Yes,1,Bank transfer (automatic),89.05,1169.35,1,13-24,89.94930808224552,True,False,False,False,True,False
2387-KDZQY,Male,0,0,0,17,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,20.1,279.5,0,13-24,16.441079758354363,False,True,False,False,False,True
3584-WKTTW,Male,0,1,0,51,1,Yes,Yes,No,Yes,Yes,Yes,Yes,1,Electronic check,111.55,5720.35,0,49-60,112.1635055617538,False,True,False,False,True,False
3399-BMLVW,Male,0,1,1,51,1,No,Yes,Yes,No,Yes,No,No,0,Credit card (automatic),60.5,3121.45,0,49-60,61.20478195140793,False,False,True,True,False,False
1971-DTCZB,Female,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),90.95,6468.6,0,,89.84154188674738,False,False,True,True,False,False
3092-IGHWF,Male,0,1,1,67,1,Yes,No,Yes,Yes,No,No,No,0,Electronic check,87.4,5918.8,1,61-72,88.34016665646767,False,True,False,False,True,False
3374-PZLXD,Male,0,0,0,34,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.7,675.6,0,25-36,19.87052979255943,True,False,False,False,False,True
3813-DHBBB,Male,0,1,0,67,0,No phone service,Yes,Yes,No,Yes,No,Yes,1,Bank transfer (automatic),50.95,3521.7,0,61-72,52.56260811551027,False,False,True,True,False,False
2812-REYAT,Female,0,1,0,49,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),20.05,923.1,0,49-60,18.83873706380191,False,True,False,False,False,True
6518-PPLMZ,Male,0,1,1,53,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,19.4,1110.35,0,49-60,20.94996047177269,False,False,True,False,False,True
4939-KYYPY,Male,0,0,0,27,1,Yes,No,No,Yes,Yes,No,No,0,Electronic check,59.45,1611.65,0,25-36,59.690519664741984,True,False,False,True,False,False
8017-LXHFA,Female,1,0,0,23,1,No,No,Yes,No,No,Yes,Yes,1,Electronic check,94.75,2293.6,1,13-24,99.72130555954104,True,False,False,False,True,False
5930-GBIWP,Male,0,0,0,69,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,Credit card (automatic),81.5,5553.25,0,61-72,80.48176741772838,False,False,True,True,False,False
6022-KOUQO,Female,0,1,1,2,0,No phone service,No,No,No,Yes,No,No,0,Bank transfer (automatic),29.05,44.75,0,0-12,22.373881305934702,True,False,False,True,False,False
6352-TWCAU,Female,0,0,0,35,1,Yes,No,No,No,No,Yes,No,1,Electronic check,86.45,3029.1,1,25-36,86.54546701295138,True,False,False,False,True,False
2361-UPSND,Female,0,1,0,46,1,No,Yes,Yes,No,Yes,No,Yes,0,Mailed check,70.6,3231.05,0,37-48,70.24006469551153,False,True,False,True,False,False
6035-RIIOM,Female,0,0,0,54,1,Yes,No,Yes,No,No,Yes,Yes,1,Bank transfer (automatic),97.2,5129.45,0,49-60,94.98963890807609,False,False,True,False,True,False
2929-QNSRW,Female,0,1,0,56,1,Yes,No,Yes,No,No,Yes,Yes,1,Electronic check,98.25,5508.35,1,49-60,98.3632172085407,False,True,False,False,True,False
1262-OPMFY,Female,0,1,0,9,1,No,No,No,Yes,No,No,No,1,Bank transfer (automatic),75.75,655.9,1,0-12,72.87696803368851,True,False,False,False,True,False
9504-DSHWM,Male,0,0,0,20,1,Yes,Yes,No,No,Yes,No,No,0,Bank transfer (automatic),59.2,1191.2,0,13-24,59.559702201488996,True,False,False,True,False,False
5035-BVCXS,Male,0,0,0,11,1,No,No,Yes,No,No,No,No,1,Mailed check,75.9,866.4,0,0-12,78.76292033708785,True,False,False,False,True,False
6267-DCFFZ,Female,1,1,0,30,1,Yes,No,Yes,No,No,Yes,No,1,Electronic check,90.05,2627.2,0,25-36,87.57304142319525,True,False,False,False,True,False
3533-UVMOM,Male,0,1,0,68,1,No,Yes,Yes,Yes,No,No,Yes,0,Bank transfer (automatic),70.95,4741.45,0,61-72,69.72710334249508,False,False,True,True,False,False
2439-LYPMQ,Male,1,1,0,38,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Electronic check,102.6,4009.2,0,37-48,105.504985513196,True,False,False,False,True,False
4248-QPAVC,Female,1,1,0,17,1,Yes,Yes,No,Yes,No,No,No,1,Bank transfer (automatic),85.35,1463.45,1,13-24,86.08478773654274,True,False,False,False,True,False
1899-VXWXM,Male,0,0,0,48,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Credit card (automatic),106.1,5082.8,1,49-60,105.89144605948738,False,True,False,False,True,False
1478-VPOAD,Female,0,0,0,1,1,No,No,No,No,No,No,No,0,Electronic check,43.8,43.8,0,0-12,43.7956204379562,True,False,False,True,False,False
9995-HOTOH,Male,0,1,1,63,0,No phone service,Yes,Yes,Yes,No,Yes,Yes,0,Electronic check,59.0,3707.6,0,61-72,58.85070023698375,False,False,True,True,False,False
2988-PLAHS,Female,0,0,0,3,1,No,No,No,Yes,No,Yes,Yes,1,Electronic check,69.95,220.45,0,0-12,73.48088397053431,False,True,False,True,False,False
1371-OJCEK,Female,0,0,0,48,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),24.35,1133.7,0,49-60,23.618700794373343,False,True,False,False,False,True
4999-IEZLT,Male,0,0,0,66,0,No phone service,No,No,No,Yes,No,No,0,Credit card (automatic),29.45,1983.15,0,61-72,30.04768174593675,False,True,False,True,False,False
8883-ANODQ,Female,0,1,1,68,1,Yes,No,Yes,Yes,No,No,No,1,Credit card (automatic),84.4,5746.75,0,61-72,84.51090513102186,False,False,True,False,True,False
4690-LLKUA,Male,1,0,0,17,1,No,No,No,No,No,No,No,1,Electronic check,45.05,770.6,1,13-24,45.329145122675754,True,False,False,True,False,False
2351-RRBUE,Female,0,1,1,7,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.65,134.05,0,0-12,19.14972643247954,False,True,False,False,False,True
5980-BDHPY,Male,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),87.1,6230.1,0,,86.52904648743544,False,False,True,True,False,False
1498-DQNRX,Female,0,1,0,29,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.85,573.05,0,25-36,19.760276688701072,True,False,False,False,False,True
9469-WEJBT,Male,0,1,0,37,1,No,No,No,Yes,Yes,No,Yes,1,Electronic check,90.35,3419.3,0,37-48,92.41326374793582,True,False,False,False,True,False
3331-HQDTW,Female,0,0,0,34,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Mailed check,109.8,3587.25,1,25-36,105.50704262634521,True,False,False,False,True,False
9490-DFPMD,Female,1,0,0,42,1,Yes,No,No,No,No,Yes,No,1,Electronic check,84.65,3541.35,1,37-48,84.3176563865324,True,False,False,False,True,False
2581-VKIRT,Female,0,1,1,59,1,Yes,Yes,Yes,No,Yes,No,No,0,Mailed check,65.5,3801.3,0,49-60,64.4287043581282,False,True,False,True,False,False
5442-XSDCW,Male,0,1,1,11,1,No,No,No,No,No,Yes,No,1,Bank transfer (automatic),79.5,868.5,1,0-12,78.95382769247553,True,False,False,False,True,False
7426-WEIJX,Male,1,1,1,60,1,Yes,Yes,No,No,No,No,No,1,Electronic check,80.95,4859.1,0,61-72,80.98486502522496,True,False,False,False,True,False
2851-MMUTZ,Female,0,0,0,27,1,No,No,Yes,No,Yes,No,No,1,Mailed check,56.15,1439.35,0,25-36,53.30906181828956,True,False,False,True,False,False
3049-NDXFL,Female,0,0,0,1,1,Yes,No,No,No,No,No,Yes,0,Mailed check,85.8,85.8,1,0-12,85.7914208579142,True,False,False,False,True,False
8580-AECUZ,Male,1,0,0,1,1,No,No,No,No,No,Yes,No,1,Electronic check,79.1,79.1,1,0-12,79.0920907909209,True,False,False,False,True,False
3307-TLCUD,Male,0,1,0,17,0,No phone service,Yes,No,Yes,No,No,No,0,Mailed check,34.4,592.75,0,13-24,34.867441956223786,True,False,False,True,False,False
6625-FLENO,Male,0,1,0,58,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.75,1185.95,0,49-60,20.447378539002518,False,False,True,False,False,True
2967-MXRAV,Male,0,1,1,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,18.8,18.8,0,0-12,18.7981201879812,False,True,False,False,False,True
7963-GQRMY,Female,0,1,1,3,1,No,No,No,No,No,No,No,0,Mailed check,44.3,134.5,1,0-12,44.83183893870204,True,False,False,True,False,False
8189-HBVRW,Female,0,0,0,53,1,Yes,Yes,Yes,Yes,No,No,No,0,Electronic check,90.8,4921.2,0,49-60,92.85265499499057,True,False,False,False,True,False
4163-KIUHY,Male,0,0,0,35,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Electronic check,25.6,901.25,0,25-36,25.74992642878163,True,False,False,False,False,True
1228-FZFRV,Male,0,1,1,50,1,Yes,Yes,No,Yes,No,Yes,Yes,0,Credit card (automatic),105.95,5341.8,1,49-60,106.83578632842735,True,False,False,False,True,False
3500-NSDOA,Male,0,1,1,68,1,Yes,No,Yes,No,Yes,No,Yes,0,Credit card (automatic),70.8,4859.95,0,61-72,71.46974783860611,False,False,True,True,False,False
1171-TYKUR,Male,0,1,0,47,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Electronic check,25.4,1139.2,0,37-48,24.238246301603613,True,False,False,False,False,True
3761-FLYZI,Female,1,1,0,65,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Bank transfer (automatic),108.8,7082.45,0,61-72,108.96060159907445,True,False,False,False,True,False
2058-DCJBE,Male,0,0,0,5,1,No,No,No,No,No,No,No,1,Electronic check,69.75,324.6,1,0-12,64.91870162596749,True,False,False,False,True,False
5364-XYIRR,Male,0,1,0,51,1,Yes,No,No,No,No,Yes,Yes,1,Electronic check,94.65,4812.75,1,49-60,94.36746202458426,True,False,False,False,True,False
4829-AUOAX,Female,0,0,0,46,1,Yes,No,No,No,No,Yes,Yes,0,Bank transfer (automatic),96.05,4399.5,1,37-48,95.64109643239905,True,False,False,False,True,False
1219-NNDDO,Female,0,0,0,9,1,Yes,No,No,No,No,No,No,1,Electronic check,76.85,663.55,0,0-12,73.72695858934901,True,False,False,False,True,False
8388-DMKAE,Female,0,0,0,8,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.25,174.65,0,0-12,21.83097711278609,False,False,True,False,False,True
4403-BWPAY,Male,0,0,0,14,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Credit card (automatic),24.8,321.7,0,13-24,22.978407297090733,False,True,False,False,False,True
9659-QEQSY,Female,0,0,0,45,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Electronic check,115.65,5125.5,0,37-48,113.89974688945135,True,False,False,False,True,False
5405-ZMYXQ,Female,0,0,0,8,1,Yes,No,No,No,No,No,No,1,Credit card (automatic),74.6,548.9,0,0-12,68.61164235447058,True,False,False,False,True,False
5047-LHVLY,Male,1,0,1,1,1,No,No,No,Yes,No,No,No,1,Mailed check,50.15,50.15,1,0-12,50.14498550144985,True,False,False,True,False,False
1442-OKRJE,Male,0,1,1,66,1,No,Yes,Yes,Yes,No,Yes,Yes,1,Bank transfer (automatic),103.15,7031.3,0,61-72,106.53468706865596,False,True,False,False,True,False
4737-AQCPU,Male,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,No,No,0,Credit card (automatic),72.1,5016.65,0,,69.675597672781,False,False,True,True,False,False
9158-VCTQB,Female,0,1,0,41,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),113.6,4594.95,1,37-48,112.07167787395639,True,False,False,False,True,False
2808-CHTDM,Female,0,1,1,23,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,25.1,611.45,0,13-24,26.584667023186856,False,False,True,False,False,True
6311-UEUME,Female,0,0,0,29,1,No,No,No,No,No,Yes,No,1,Electronic check,78.9,2384.15,1,25-36,82.2117854766018,True,False,False,False,True,False
0793-TWELN,Female,0,0,0,4,1,Yes,Yes,No,No,No,No,No,1,Electronic check,80.15,319.85,0,0-12,79.96050098747533,True,False,False,False,True,False
3283-WCWXT,Male,0,1,1,6,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,25.4,153.3,0,0-12,25.549574173763773,False,False,True,False,False,True
1060-ENTOF,Female,1,1,0,67,1,Yes,Yes,Yes,Yes,Yes,No,Yes,1,Credit card (automatic),105.4,7035.6,0,61-72,105.0087984943306,False,True,False,False,True,False
0999-QXNSA,Male,1,0,1,7,1,No,No,No,No,No,No,No,1,Mailed check,45.75,344.2,0,0-12,49.17072613248382,True,False,False,True,False,False
5451-MHQOF,Male,0,1,1,56,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,24.45,1431.65,0,49-60,25.5651329194055,False,True,False,False,False,True
4836-WNFNO,Female,0,1,0,72,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),25.0,1849.2,0,,25.68329766208658,False,False,True,False,False,True
9225-BZLNZ,Male,0,1,0,72,1,Yes,Yes,Yes,Yes,No,Yes,Yes,1,Electronic check,85.25,6083.1,0,,84.48738265641298,False,False,True,True,False,False
0354-VXMJC,Male,0,1,1,23,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.6,426.65,0,13-24,18.549919348176747,False,False,True,False,False,True
4422-QVIJA,Female,0,0,1,35,1,Yes,No,No,No,No,No,No,0,Mailed check,50.15,1655.35,0,25-36,47.29557915548812,True,False,False,True,False,False
9365-SRSZE,Male,1,1,0,27,1,No,No,No,No,No,No,No,1,Electronic check,70.55,1943.9,0,25-36,71.99602964433466,True,False,False,False,True,False
6839-ITVZJ,Female,0,1,1,26,1,Yes,No,Yes,No,Yes,No,No,1,Electronic check,60.05,1616.15,1,25-36,62.15937631009112,True,False,False,True,False,False
8332-OSJDW,Male,0,1,1,12,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,26.4,314.95,0,13-24,26.245614619878168,False,True,False,False,False,True
4735-BJKOU,Female,0,0,0,40,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.15,804.85,0,37-48,20.121199697000755,False,False,True,False,False,True
0274-JKUJR,Male,0,1,1,7,0,No phone service,Yes,Yes,Yes,No,Yes,Yes,0,Mailed check,58.85,465.7,0,0-12,66.52762103398523,True,False,False,True,False,False
5740-YHGTW,Male,0,1,1,70,1,Yes,Yes,Yes,No,No,Yes,No,1,Credit card (automatic),97.55,6669.05,0,61-72,95.27200675427606,True,False,False,False,True,False
8917-SZTTJ,Male,0,1,1,60,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.65,1161.75,0,61-72,19.36246772922045,False,False,True,False,False,True
1696-MZVAU,Male,0,1,1,39,0,No phone service,No,No,No,No,No,No,1,Credit card (automatic),25.25,947.75,0,37-48,24.3012197404622,False,True,False,True,False,False
7359-WWYJV,Male,0,1,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Credit card (automatic),114.45,8375.05,0,,116.3199773333648,False,False,True,False,True,False
0375-HVGXO,Female,0,0,0,1,0,No phone service,No,No,No,No,Yes,No,1,Electronic check,34.7,34.7,1,0-12,34.696530346965304,True,False,False,True,False,False
4906-ZHGPK,Male,0,1,1,54,1,Yes,No,Yes,No,Yes,Yes,No,1,Electronic check,70.7,3770.0,0,49-60,69.81468552836013,False,True,False,True,False,False
8593-WHYHV,Male,0,0,0,3,1,Yes,No,No,No,No,No,Yes,1,Electronic check,85.3,264.8,1,0-12,88.26372454251525,True,False,False,False,True,False
3795-GWTRD,Female,0,1,1,63,1,No,Yes,Yes,Yes,Yes,Yes,No,0,Credit card (automatic),75.55,4707.85,0,61-72,74.72765916244578,False,False,True,True,False,False
1298-PHBTI,Male,0,1,1,71,1,Yes,No,Yes,No,Yes,No,No,1,Electronic check,84.8,6152.4,0,61-72,86.65339907971959,False,False,True,False,True,False
6223-DHJGV,Female,0,0,0,42,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Mailed check,20.65,958.1,0,37-48,22.81185044797512,False,True,False,False,False,True
6961-MJKBO,Male,0,0,0,47,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),20.45,943.0,0,37-48,20.06378709832532,False,False,True,False,False,True
6097-EQISJ,Female,0,1,1,66,1,Yes,No,Yes,Yes,No,Yes,Yes,1,Credit card (automatic),102.45,6615.15,1,61-72,100.22939359182789,False,True,False,False,True,False
4423-YLHDV,Female,0,1,0,21,1,Yes,Yes,No,Yes,No,Yes,Yes,1,Bank transfer (automatic),104.4,2200.25,1,13-24,104.77331060328284,True,False,False,False,True,False
8158-WPEZG,Male,0,0,0,11,0,No phone service,No,Yes,No,Yes,No,No,1,Electronic check,35.65,425.1,0,0-12,38.64510322633431,True,False,False,True,False,False
0107-YHINA,Male,0,0,1,1,1,Yes,No,No,Yes,No,Yes,Yes,1,Electronic check,99.75,99.75,1,0-12,99.74002599740027,True,False,False,False,True,False
4918-FYJNT,Female,1,1,0,55,1,Yes,No,Yes,Yes,Yes,No,No,0,Electronic check,90.45,5044.8,0,49-60,91.72346959369165,True,False,False,False,True,False
0727-BNRLG,Male,0,0,0,69,1,Yes,No,Yes,Yes,Yes,Yes,No,1,Credit card (automatic),97.65,6743.55,0,61-72,97.73246705439557,False,False,True,False,True,False
4854-CIDCF,Female,1,0,0,3,1,No,No,No,Yes,No,No,No,0,Electronic check,73.85,196.4,0,0-12,65.46448451718275,True,False,False,False,True,False
8640-SDGKB,Male,0,0,0,4,1,No,No,No,Yes,Yes,Yes,Yes,1,Electronic check,74.4,299.7,1,0-12,74.92312692182695,True,False,False,True,False,False
3280-MRDOF,Male,1,0,0,30,1,Yes,No,No,Yes,Yes,Yes,No,1,Credit card (automatic),69.1,2093.9,0,25-36,69.79643401188663,False,False,True,True,False,False
6435-SRWBJ,Female,0,0,0,5,1,Yes,No,No,Yes,Yes,No,No,1,Electronic check,82.75,417.75,0,0-12,83.54832903341934,True,False,False,False,True,False
9964-WBQDJ,Female,0,1,0,71,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Credit card (automatic),24.4,1725.4,0,61-72,24.301374223416587,False,False,True,False,False,True
6303-KFWSL,Female,0,0,0,29,1,Yes,No,Yes,No,No,No,No,1,Electronic check,55.25,1620.2,0,25-36,55.86877286630046,False,True,False,True,False,False
1702-CCFNJ,Male,0,1,0,52,1,Yes,No,Yes,No,Yes,No,No,0,Bank transfer (automatic),61.35,3169.55,0,49-60,60.95276739852423,True,False,False,True,False,False
8932-CZHRQ,Male,0,0,0,68,1,Yes,Yes,Yes,Yes,No,No,Yes,0,Credit card (automatic),76.75,5233.25,0,61-72,76.95944564787405,False,True,False,True,False,False
0386-CWRGM,Female,0,1,1,46,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.4,967.85,0,37-48,21.040171651800755,False,False,True,False,False,True
5515-RUGKN,Male,0,0,0,8,1,No,No,No,No,No,No,Yes,1,Credit card (automatic),54.75,438.05,0,0-12,54.75556555543056,True,False,False,True,False,False
0404-AHASP,Male,0,1,0,72,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),19.7,1421.9,0,,19.748583682522664,False,False,True,False,False,True
7279-NMVJC,Female,0,0,0,17,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),19.9,323.15,0,13-24,19.008711713460507,False,True,False,False,False,True
2081-VEYEH,Male,0,0,0,3,1,No,No,Yes,Yes,Yes,Yes,Yes,1,Electronic check,107.95,318.6,0,0-12,106.19646011799607,True,False,False,False,True,False
6407-UTSLV,Female,1,0,0,2,1,No,No,Yes,No,No,Yes,No,1,Bank transfer (automatic),83.8,163.7,0,0-12,81.84590770461476,True,False,False,False,True,False
4116-TZAQJ,Female,0,0,0,9,1,No,Yes,No,No,No,No,No,1,Credit card (automatic),74.25,639.65,1,0-12,71.07143253963845,True,False,False,False,True,False
9060-HJJRW,Female,0,0,0,51,0,No phone service,No,Yes,Yes,No,Yes,Yes,1,Credit card (automatic),56.4,2928.5,0,49-60,57.42145603636071,False,True,False,True,False,False
2587-YNLES,Female,0,1,1,6,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,20.1,100.35,0,0-12,16.724721254645754,False,False,True,False,False,True
7398-SKNQZ,Female,0,1,0,3,1,Yes,No,No,No,No,Yes,Yes,0,Electronic check,94.9,273.2,0,0-12,91.06363121229292,True,False,False,False,True,False
5935-FCCNB,Female,1,0,0,17,1,Yes,No,No,No,No,Yes,Yes,1,Electronic check,94.2,1608.15,0,13-24,94.59650237351546,True,False,False,False,True,False
1958-RNRKS,Male,0,1,0,30,1,Yes,No,No,No,No,No,No,0,Electronic check,49.9,1441.95,0,25-36,48.06483978386739,True,False,False,True,False,False
5136-RGMZO,Male,0,0,0,31,1,Yes,No,Yes,No,Yes,Yes,No,1,Electronic check,71.05,2168.15,0,25-36,69.94009696742914,True,False,False,True,False,False
8345-MVDYC,Female,0,0,0,45,1,No,Yes,No,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),81.65,3618.7,0,37-48,80.41537685471809,False,False,True,True,False,False
8226-BXGES,Male,0,1,0,64,1,Yes,Yes,Yes,Yes,No,No,No,0,Bank transfer (automatic),89.45,5692.65,0,61-72,88.94751726950426,False,True,False,False,True,False
3877-JRJIP,Male,0,0,0,1,1,Yes,No,No,No,No,Yes,No,1,Electronic check,59.85,59.85,1,0-12,59.84401559844016,True,False,False,True,False,False
8375-DKEBR,Female,1,0,0,1,1,No,No,No,No,No,No,No,1,Electronic check,69.6,69.6,1,0-12,69.5930406959304,True,False,False,False,True,False
9705-IOVQQ,Male,1,1,1,61,1,Yes,No,Yes,No,No,Yes,Yes,0,Electronic check,99.0,5969.3,0,61-72,97.85721662751372,False,True,False,False,True,False
1015-OWJKI,Male,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.05,19.05,0,0-12,19.048095190480954,True,False,False,False,False,True
7511-YMXVQ,Male,0,0,0,9,0,No phone service,No,No,No,No,Yes,Yes,1,Electronic check,45.4,418.8,1,0-12,46.53281630204109,True,False,False,True,False,False
2040-XBAVJ,Male,0,1,1,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),114.45,8100.55,0,,112.50748262849635,False,False,True,False,True,False
7551-JOHTI,Female,0,0,0,1,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Mailed check,19.5,19.5,1,0-12,19.498050194980504,True,False,False,False,False,True
8887-IPQNC,Female,0,1,0,7,1,No,No,No,No,No,No,No,1,Mailed check,44.25,313.45,0,0-12,44.777931743832234,True,False,False,True,False,False
8646-JCOMS,Female,0,1,0,66,1,Yes,No,Yes,Yes,Yes,No,No,1,Bank transfer (automatic),90.55,6130.95,0,61-72,92.89304107114988,False,True,False,False,True,False
9804-ICWBG,Male,0,0,0,1,1,No,No,No,No,No,No,No,1,Electronic check,69.9,69.9,1,0-12,69.89301069893011,True,False,False,False,True,False
1222-KJNZD,Male,0,1,1,40,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Bank transfer (automatic),20.4,745.3,0,37-48,18.63245341886645,True,False,False,False,False,True
0106-GHRQR,Male,0,0,0,16,1,Yes,No,Yes,Yes,No,No,Yes,1,Bank transfer (automatic),71.4,1212.1,0,13-24,75.7557765263967,True,False,False,True,False,False
5318-IXUZF,Female,0,0,0,2,1,No,No,Yes,No,No,Yes,No,1,Bank transfer (automatic),87.15,183.75,1,0-12,91.870406479676,True,False,False,False,True,False
3768-VHXQO,Male,0,1,0,67,1,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),24.85,1583.5,0,61-72,23.63429308314465,False,False,True,False,False,True
8952-WCVCD,Female,0,1,0,41,1,No,Yes,Yes,Yes,No,Yes,Yes,1,Bank transfer (automatic),104.45,4162.05,0,37-48,101.513167041056,False,True,False,False,True,False
2418-TPEUN,Female,0,1,1,56,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,1,Credit card (automatic),19.8,1119.9,0,49-60,19.998178574681116,False,False,True,False,False,True
3963-RYFNS,Female,0,0,0,72,1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1,Bank transfer (automatic),116.45,8013.55,0,,111.29915097340142,False,False,True,False,True,False
3198-VELRD,Female,0,1,1,3,1,Yes,No,No,No,No,No,Yes,1,Bank transfer (automatic),84.75,264.85,1,0-12,88.28039065364489,True,False,False,False,True,False
8540-ZQGEA,Female,0,1,0,54,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Credit card (automatic),20.05,1102.4,0,49-60,20.414777009672203,False,False,True,False,False,True
1320-REHCS,Male,1,0,0,52,1,Yes,No,Yes,Yes,Yes,Yes,Yes,1,Electronic check,110.75,5832.0,0,49-60,112.15363047378754,True,False,False,False,True,False
4137-JOPHL,Female,0,0,0,50,1,No,No,No,Yes,Yes,No,Yes,1,Bank transfer (automatic),89.7,4304.5,0,49-60,86.08982782034435,False,False,True,False,True,False
9436-ZBZCT,Male,0,0,0,14,1,Yes,No,No,No,Yes,Yes,No,1,Electronic check,89.95,1178.4,1,13-24,84.17082735123321,True,False,False,False,True,False
7801-CEDNV,Male,0,1,0,27,1,No,Yes,No,No,No,No,No,0,Credit card (automatic),48.7,1421.75,0,25-36,52.65721238069489,False,True,False,True,False,False
2057-BOYKM,Female,1,1,0,72,1,Yes,Yes,Yes,Yes,Yes,No,No,1,Bank transfer (automatic),96.6,6827.5,0,,94.8262571857539,False,False,True,False,True,False
3658-QQJYD,Male,0,0,0,62,1,No,Yes,Yes,No,No,Yes,Yes,1,Credit card (automatic),74.3,4698.05,0,61-72,75.77487778245519,False,True,False,True,False,False
1803-BGNBD,Female,0,0,0,12,1,No,No,Yes,No,Yes,No,No,1,Electronic check,54.3,654.5,0,13-24,54.541212156565365,True,False,False,True,False,False
0134-XWXCE,Female,1,0,0,44,1,No,No,No,Yes,Yes,Yes,Yes,0,Bank transfer (automatic),74.85,3268.05,0,37-48,74.27369483251174,False,True,False,True,False,False
6950-TWMYB,Male,0,1,1,54,1,No,No,Yes,No,Yes,No,No,1,Bank transfer (automatic),79.95,4362.05,0,49-60,80.77855411378867,False,False,True,False,True,False
5848-FHRFC,Female,0,0,0,68,1,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,0,Bank transfer (automatic),20.05,1386.9,0,61-72,20.395558241826116,False,False,True,False,False,True
